,rand1,rand2,best1,best2,currtobest1,pbest/P-0.05,pbest/P-0.1,pbest/P-0.15,pbest/P-0.2
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.00034889956484700436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0009049815447073516,0.0013729799824406688,1.559495488155669e-05,0.0009515624166553342,0.0,0.0,0.0,0.0,0.0
17,0.0015187307391446275,0.0036543299794286233,0.0008531372608485042,0.00445753514869619,0.0,0.0,0.0,0.0,0.0
18,0.0033834623253886998,0.005253522195981063,0.003142258629421669,0.013320441752629478,0.0,0.0,0.0,0.0,0.0
19,0.008651281555663477,0.013791982363293532,0.008908826751456777,0.027397748288813573,0.0,0.0,0.0,0.0,0.0
20,0.014307583243009275,0.02683346330226826,0.014459855627658556,0.037052979087287705,0.0,0.0,0.0,0.0,0.0
21,0.02659441369652005,0.037745259712531176,0.02240077275307847,0.04676716008067401,0.0,0.0,0.0,0.0,0.0
22,0.03856501106113747,0.04818250339930281,0.0329934355443156,0.057792287941971714,0.0,0.0,0.0,0.0,0.0
23,0.050398750643316795,0.05959881576360724,0.04212512886211601,0.06773570682488222,7.785166156684415e-05,0.0,0.0,0.0,0.0
24,0.05906018796052032,0.06866138567165066,0.04931179045653752,0.07336183982045423,0.0010886538524230724,0.0,0.0,0.0,0.0
25,0.06455341270940167,0.07390199714236532,0.0580626568233801,0.07847671040031744,0.001995341286213056,0.0,0.0,0.0,0.0
26,0.07147986662402504,0.07813993253228312,0.06431174556030449,0.08104891301373948,0.004069477989477928,0.0,0.0,0.0,0.0
27,0.07460727923928803,0.08041456988385512,0.07125549001946245,0.08325348728308883,0.008188913726574308,0.0,0.0,0.0,0.0
28,0.07738911168713548,0.08330761220583269,0.07458028494669039,0.08440074035498767,0.009583802714254758,0.0,0.0,0.0,0.0
29,0.07969365241975092,0.08489157095921883,0.07747760527677768,0.08523579735769957,0.014440041664336756,0.0,0.0,0.0,0.0
30,0.08095000915644708,0.08561850564543926,0.08178781216547543,0.0857286370654002,0.015897147271577875,0.0,0.0,0.0,0.0
31,0.08296433753947359,0.08627308327853868,0.08332133901723805,0.08664513071149757,0.021837566328819915,0.0,0.0,0.0,0.0
32,0.08390721381187145,0.0865497775264001,0.08493995076000083,0.08690613937058486,0.027908564261506903,0.0,0.0,0.0,0.0
33,0.08550029239511213,0.08705616361191594,0.08580362994495187,0.08731571485647938,0.03531402164189926,0.0,0.0,0.0,0.0
34,0.08623177039694688,0.08733629521368867,0.08612233237101213,0.08734964454555953,0.042091124574713486,0.0,0.0,0.0,0.0
35,0.0869956246890226,0.08748959234725229,0.08664545675891554,0.08739172568000235,0.04776580810208448,0.0,0.0,0.0,0.0
36,0.08709074741400191,0.08760595126601878,0.08696864184475972,0.0874938885797502,0.05411393287503776,0.0,0.0,0.0,0.0
37,0.08721887681996966,0.08764176463739173,0.08739827452329982,0.08769277764005848,0.06012163109955768,0.0,0.0,0.0,0.0
38,0.08731922790268679,0.08777504389419032,0.08761420371796441,0.08768834874302858,0.06425037904601803,0.0,0.0,0.0002059860367686033,0.0
39,0.08748414261477148,0.08785123614432018,0.08770830618376811,0.08786263002518005,0.06985685413508981,1.936575855698087e-05,0.0010711817557963535,0.0007197457764759873,0.0
40,0.0876776101396473,0.0878603212560924,0.0878535976524213,0.08776363388795112,0.07276604376906128,0.00042087047420641567,0.0010711817557963535,0.0012030329300065413,0.0004921334669840779
41,0.08766506565996059,0.08783833278075313,0.08800564735109298,0.08790406111454632,0.07687240401610433,0.00042087047420641567,0.0010711817557963535,0.002044399063138886,0.001829333888730586
42,0.08772209709920827,0.08782563807418954,0.08802533294962796,0.08786890288003864,0.07932434646239679,0.0013935887101400497,0.0020981924479870854,0.0029870291939472792,0.0018660246395805354
43,0.08783135739223971,0.08787965328546801,0.08809741866805122,0.08776534356234535,0.08103782596063329,0.001402799168118541,0.00272106021737841,0.004216058882282205,0.0024058269679910513
44,0.0879070237664095,0.0879170202013675,0.0879835831858234,0.08784786640205997,0.08188517557795223,0.0019594820854197162,0.0029877256835344488,0.006072003595274138,0.0026382942704644033
45,0.08800907982031345,0.08772629284580963,0.08794167609375822,0.08781975179321667,0.08286367331830978,0.0030636331887590597,0.004153157530498677,0.006840389191409914,0.0037591605964467215
46,0.08799948402489671,0.08772858915444919,0.08786891186835481,0.08779513620276501,0.0839841174133448,0.0036073750682938657,0.005359447445015492,0.009960383968293332,0.004510461269758876
