,rand1,rand2,best1,best2,currtobest1,pbest/P-0.05,pbest/P-0.1,pbest/P-0.15,pbest/P-0.2
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,5.7802617993832466e-05,0.00023149828767410387,0.0,0.0,0.0,0.0,0.0
19,1.3747473388134748e-05,3.57699830210763e-09,5.793501994842759e-05,0.0003306020419234201,0.0,0.0,0.0,0.0,0.0
20,0.0001441528545352359,0.00016576622728735826,7.871263692272252e-05,0.0003975794637809898,0.0,0.0,0.0,0.0,0.0
21,0.00024023673483334452,0.00022176197257762792,0.00027012510155559317,0.0004272698372481493,0.0,0.0,0.0,0.0,0.0
22,0.0005661403894565701,0.00030435495907344057,0.0005666083794052833,0.0007244597067063624,0.0,0.0,0.0,0.0,0.0
23,0.0006938425885200597,0.0005100168336542986,0.0011027107682167708,0.0017526737872646247,0.0,0.0,0.0,0.0,0.0
24,0.0017701298836986382,0.0010410662603952555,0.0034263585856722147,0.0037965679550791705,0.0,0.0,0.0,0.0,0.0
25,0.002486237920754618,0.00215682821470588,0.006730096150632015,0.006817555220086825,0.0,0.0,0.0,0.0,0.0
26,0.003039386074931968,0.004160806714760749,0.010213844001010369,0.009395548735957023,0.0,0.0,0.0,0.0,0.0
27,0.0042564541787909645,0.006592030354851855,0.01466535033767374,0.013598712656975069,0.0,0.0,0.0,0.0,0.0
28,0.0063467848061187215,0.009924781079091952,0.02063019756136343,0.018894414175519222,0.0,3.1665845687186658e-06,0.0,0.0,0.0
29,0.010012744535917557,0.013922767212778525,0.027771832020453732,0.024725887395088623,0.0,1.7070987784676005e-05,0.0,0.0,0.0
30,0.015274156662299075,0.018951713468857732,0.03402163918876353,0.03279770339406659,0.0,2.7214750207281822e-05,1.2752378335779284e-07,0.0,0.0
31,0.020351866031538365,0.025943718365858928,0.044861504312179674,0.04230178544881101,0.0,2.7214750207281822e-05,1.2752378335779284e-07,0.0,0.0
