,rand1,rand2,best1,best2,currtobest1,pbest/P-0.05,pbest/P-0.1,pbest/P-0.15,pbest/P-0.2
0,1.1960699786575306,1.1960699786575306,1.1960699786575306,1.1960699786575306,1.1960699786575306,1.1960699786575306,1.1960699786575306,1.1960699786575306,1.1960699786575306
1,1.156390405795025,1.127790563904945,1.0911170949270095,1.1203317005900264,1.1043551176086148,1.1854873066022096,1.192735147058002,1.187389592633761,1.15115272766639
2,1.096762480488262,1.0721839491008365,0.962582536135433,0.990641976332023,1.001437400928626,1.080804295634873,1.141826056921837,1.1246356170560656,1.074346794476596
3,1.0484964537671924,1.0095004284977922,0.8660767207506643,0.8838254765037129,0.9587864479439315,0.9973894036311681,1.0656000925979527,1.0777472470411638,1.0197901743007285
4,1.0097379444369092,0.9839952249604014,0.793001631281871,0.7942922963488027,0.9095986820111375,0.9596185855555494,1.0060412754550179,1.026122401984157,0.9605910774681516
5,0.9590452556818124,0.9261090264777573,0.7144049877063211,0.7438254201431614,0.8932120272118939,0.9288758533842397,0.9634431750131781,0.9661092275938075,0.9166629412145774
6,0.9340934195291479,0.900910453280463,0.6285332462666346,0.6953425855363875,0.8723462436709529,0.9038825905791775,0.9183765563868517,0.9248871218275215,0.8588125942904139
7,0.885074081073503,0.8815365037187447,0.5833290260950188,0.6336691342495187,0.8552093227902431,0.8794491758672239,0.8708070090831457,0.8747357605069533,0.825261078481351
8,0.8587704654025516,0.8487120450029072,0.5382803880074077,0.5811047710867342,0.8349990339294223,0.8529167327749874,0.8250458917769347,0.8267993054806413,0.7905660039215843
9,0.8348934917006403,0.8293123922516622,0.482273420676527,0.5495454953265295,0.8264491892414608,0.8340590016888235,0.7851353250478682,0.7914112264766443,0.7517995612509245
10,0.8017956174942611,0.8077222436129368,0.4356326842524265,0.5172001544165606,0.8089385592653283,0.8064518553742224,0.7423552610963097,0.758673400174063,0.7105135227803702
11,0.777177422840071,0.7976447149531235,0.3932074921033878,0.4843955265880668,0.7922788950180305,0.786103432445453,0.704262504205494,0.7182729301057026,0.6809562774662404
12,0.7547714459605035,0.7827363683565522,0.3607264796090682,0.4507824760178411,0.7826963847961097,0.7598256660554646,0.6704415846626843,0.6840838508035662,0.6478233765854147
13,0.7283460234392597,0.7601363887787369,0.33156392067130225,0.4343755630137384,0.7733668352601899,0.736715610514874,0.6479185665188526,0.6526058853021949,0.6251122188090269
14,0.6949199886018761,0.7377952875001303,0.30702426930096477,0.415194724276257,0.7662600400991489,0.7046295288961572,0.6217206854861101,0.6195090496762933,0.6003503330405472
15,0.6758476521896839,0.7314909896840421,0.28116028108289665,0.3976033990370794,0.7571171478435031,0.6735797728766765,0.5968854453136299,0.5968669376331822,0.572835964632558
16,0.6413042133158454,0.7159490203154709,0.258321917271189,0.37721773545405396,0.7447246672460818,0.6487348644300258,0.5707906800042114,0.5707605977052252,0.5524932856984636
17,0.6262364739125423,0.6988762013478917,0.23616571768714423,0.3630607080246222,0.7386047523834963,0.6209486751505447,0.5465855979314986,0.5486542526017674,0.5306023521873791
18,0.59636955839251,0.6848452575131854,0.2221082169536148,0.34790005819034686,0.7283153810021292,0.5945731367345716,0.5197160638939922,0.5278863244266553,0.5109991378052247
19,0.5761724740728199,0.662867624900627,0.20920134420346012,0.3326381757956577,0.7201620953484859,0.5693543422391584,0.4953622993601733,0.5085112200041881,0.49232405862100104
20,0.5649017978941782,0.6562685602956979,0.1968447328149374,0.3219034470707875,0.7122206582144214,0.5432229876673172,0.4764393160408421,0.48848600873613074,0.4766758674802161
21,0.5433195391519239,0.645361697855648,0.18453878363828835,0.31298747166573077,0.7078880425880453,0.5237498424018165,0.4553223331787584,0.47106247190425055,0.4544098134206484
22,0.5183081987919116,0.6277224595188184,0.16938091047143658,0.3026501612280226,0.7002818038036717,0.5080118596436904,0.4389436121173128,0.45521071486657216,0.43831406538915496
23,0.5024939927462498,0.611574500226476,0.15939431757977776,0.2921333762278673,0.6889862326817174,0.4888461477612724,0.4228340814904117,0.44106016027141687,0.42310833258618114
24,0.488815485153,0.6006506461388732,0.14799477941737907,0.27944593619063934,0.6769380333113333,0.4677601859098928,0.40849282532539016,0.4284629815355388,0.4111049688965535
25,0.4684138463878361,0.5910997150241634,0.14107415028951883,0.2691260629000463,0.6678373833597615,0.4531805675112588,0.39513618546323487,0.4146090512585667,0.3945225562576076
26,0.4542184169329386,0.5794498930541409,0.13264857293250165,0.2576529386850651,0.6565887954787599,0.438959596620702,0.3782325473238867,0.401784216873543,0.3786225106783112
27,0.44329383990780913,0.5688171439460084,0.12391923744906824,0.24779859586593925,0.6460470354185206,0.4200649911106121,0.3652685062388734,0.38875743866297013,0.3639937337479081
28,0.4281084300951158,0.5577888210136164,0.1166815987471756,0.23850168741223937,0.6408076429842993,0.4062199139683089,0.34946487224446543,0.375714102971342,0.35140226455534135
29,0.41682663029308936,0.5501205706132738,0.11076102951389895,0.2297158854023483,0.6342780127464237,0.395700960167869,0.3363799460991879,0.3645077423414446,0.3388564689492307
30,0.4006111206786288,0.5402202401461835,0.1034703640565114,0.22245317676568435,0.6289728982756823,0.3827145338738157,0.323269959323735,0.35359303287173166,0.3256978557271998
31,0.3862116044839073,0.5282528531472874,0.09891537314996876,0.21589025456698666,0.6215031417486347,0.369698400526017,0.31341352943139233,0.3429635202987947,0.3147320530291192
32,0.370851201181463,0.520336571313551,0.0931474750895212,0.20675757682890536,0.6166309024778407,0.36003880518588827,0.3025925097014663,0.3325850614977918,0.3065410352100465
33,0.36256275731538573,0.5091622614276141,0.08917567448870783,0.20071368744129384,0.610947812504039,0.34904697385569927,0.29236618939247194,0.32159383089308,0.2981950549189623
34,0.34919247154421457,0.5036777081520667,0.08448339483733572,0.19357163923561796,0.6032719482552056,0.33700220810115755,0.2833415848408647,0.3135798881892268,0.2888225186790982
35,0.3385399369252868,0.4973670953123826,0.08029918171559797,0.1884003886590903,0.5909073382550359,0.32495547258374347,0.27560687499655445,0.3045611400041405,0.2807928001243351
36,0.3321959697137309,0.4911645296925226,0.076152964488895,0.18426418198934927,0.5795837233442924,0.3163855734773683,0.2678041056182607,0.2963227102904739,0.2732172594074591
37,0.32076852425809793,0.47587036863651133,0.07237026829930214,0.17926915804563437,0.570844013161697,0.3087654427321454,0.2607626639665834,0.28794326739410103,0.26373801723478635
38,0.3119254271806991,0.46598799877381947,0.068963353992778,0.1743248636325948,0.5670238407149909,0.298366708358545,0.2541621537927457,0.2788663760458224,0.25615244035606777
39,0.30178051797545674,0.4588334138054009,0.06587642184451392,0.16907461474923557,0.557694522437537,0.2907731135252735,0.24676541692465578,0.2692912960272562,0.24724219508935033
40,0.2911609490536582,0.4504639082541632,0.0629410087020488,0.16357288383066282,0.5537866520770884,0.28345024701733823,0.23964148000919358,0.26266673606873836,0.23964630872163267
41,0.28198628902601547,0.4441287181220748,0.05982956558927029,0.15699781715486225,0.5473508881796417,0.2757297268007096,0.23146928437246903,0.2535211677737094,0.23256411331036514
42,0.2735825300924915,0.4358662686745654,0.05727199824049524,0.15344917541619377,0.5433675920213037,0.26863720665939694,0.22542028581947735,0.24691560362632808,0.2243062197798586
